id,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
2651,1,0,1,14,0,6,0,2,0.46,0.4545,0.72,0.2836,
2652,3,0,7,11,0,3,1,1,0.8,0.697,0.31,0,
2653,1,0,1,18,0,1,1,2,0.16,0.1515,0.55,0.2239,
2654,1,1,2,6,0,2,1,1,0.32,0.303,0.45,0.2985,
2655,4,1,9,5,0,2,1,1,0.42,0.4242,0.77,0.0896,
2656,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.194,
2657,3,0,7,14,0,3,1,1,0.86,0.8333,0.53,0.2239,
2658,3,1,8,14,0,5,1,1,0.78,0.697,0.43,0.1045,
2659,4,0,12,6,0,2,1,1,0.2,0.2576,0.8,0,
2660,2,0,6,20,0,4,1,1,0.62,0.5758,0.83,0.3284,
2661,1,1,2,23,0,0,0,1,0.24,0.2424,0.7,0.1343,
2662,4,1,10,11,0,4,1,2,0.56,0.5303,0.56,0.2239,
2663,1,1,12,1,1,2,0,2,0.26,0.2576,0.87,0.1642,
2664,2,1,6,20,0,2,1,1,0.8,0.7576,0.55,0.2537,
2665,3,0,7,14,1,1,0,1,0.8,0.7273,0.46,0,
2666,3,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,
2667,4,0,10,7,0,6,0,3,0.26,0.2273,0.87,0.3582,
2668,1,0,1,5,0,6,0,2,0.24,0.2576,0.75,0.0896,
2669,4,0,11,0,0,0,0,1,0.38,0.3939,0.66,0.1642,
2670,2,1,6,18,0,5,1,1,0.72,0.6515,0.39,0.2239,
2671,1,0,3,17,0,1,1,1,0.38,0.3939,0.4,0.194,
2672,4,0,10,9,0,6,0,1,0.5,0.4848,0.77,0,
2673,4,0,10,4,0,5,1,1,0.36,0.3485,0.71,0.1642,
2674,1,1,3,23,0,6,0,1,0.26,0.2576,0.41,0.194,
2675,1,0,12,0,0,4,1,2,0.22,0.2273,0.47,0.194,
2676,4,0,10,18,0,1,1,2,0.4,0.4091,0.76,0.1642,
2677,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,
2678,3,1,8,18,0,2,1,1,0.78,0.697,0.4,0.2537,
2679,1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,
2680,2,0,5,22,0,1,1,1,0.52,0.5,0.68,0.0896,
2681,3,1,6,16,0,4,1,1,0.9,0.8182,0.35,0.1343,
2682,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.1642,
2683,1,1,1,13,0,6,0,1,0.34,0.3182,0.57,0.2537,
2684,4,0,10,7,0,3,1,1,0.46,0.4545,0.77,0.1045,
2685,4,1,10,21,0,2,1,2,0.48,0.4697,0.77,0.1343,
2686,1,1,1,3,0,0,0,1,0.26,0.2576,0.28,0.194,
2687,2,1,4,17,0,4,1,1,0.5,0.4848,0.31,0.1642,
2688,1,1,3,2,0,3,1,1,0.3,0.2879,0.56,0.2836,
2689,1,0,3,17,0,4,1,1,0.26,0.303,0.22,0,
2690,2,0,6,11,0,3,1,1,0.68,0.6364,0.36,0,
2691,1,1,2,20,0,2,1,1,0.4,0.4091,0.3,0.1343,
2692,4,1,11,1,0,4,1,3,0.3,0.2727,0.52,0.3582,
2693,1,1,12,15,0,0,0,1,0.34,0.3333,0.34,0.1343,
2694,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,
2695,3,1,8,17,0,5,1,2,0.84,0.803,0.53,0.2836,
2696,3,1,8,13,0,1,1,1,0.8,0.7424,0.49,0.2239,
2697,3,0,8,17,0,4,1,1,0.72,0.7121,0.84,0,
2698,4,1,11,13,0,4,1,2,0.38,0.3939,0.54,0.1045,
2699,2,1,4,17,0,5,1,1,0.56,0.5303,0.24,0.1642,
2700,4,0,10,23,0,4,1,2,0.58,0.5455,0.88,0.194,
2701,4,1,10,7,0,4,1,2,0.52,0.5,0.88,0.194,
2702,2,1,5,12,0,5,1,1,0.62,0.6212,0.41,0.194,
2703,3,0,7,16,0,6,0,1,0.94,0.8788,0.38,0.1343,
2704,3,0,9,17,0,4,1,3,0.64,0.5606,0.94,0.2836,
2705,2,0,5,21,0,0,0,2,0.46,0.4545,0.82,0,
2706,3,1,8,2,0,3,1,1,0.62,0.5909,0.73,0.1343,
2707,2,0,6,15,0,1,1,1,0.7,0.6364,0.37,0.4478,
2708,2,0,4,22,0,5,1,1,0.42,0.4242,0.58,0.1642,
2709,3,1,8,4,0,4,1,1,0.62,0.5909,0.73,0,
2710,3,1,8,8,0,1,1,2,0.62,0.5909,0.73,0.1045,
2711,1,0,2,0,1,1,0,2,0.34,0.303,0.42,0.3284,
2712,3,1,8,6,0,2,1,2,0.66,0.5909,0.89,0.1045,
2713,4,0,11,7,0,1,1,1,0.42,0.4242,0.88,0,
2714,1,1,1,9,0,0,0,1,0.32,0.3333,0.53,0.1343,
2715,1,1,2,20,0,0,0,1,0.14,0.1212,0.42,0.3284,
2716,2,0,5,19,0,0,0,2,0.46,0.4545,0.84,0.1045,
2717,2,0,3,20,0,5,1,2,0.3,0.303,0.39,0.1343,
2718,4,1,12,15,0,4,1,1,0.32,0.3485,0.39,0,
2719,2,0,4,5,0,0,0,1,0.36,0.3485,0.71,0.1642,
2720,1,1,1,23,0,3,1,1,0.16,0.1364,0.47,0.2985,
2721,3,1,6,8,0,5,1,1,0.76,0.697,0.55,0.1343,
2722,3,1,7,3,0,3,1,1,0.64,0.5758,0.89,0.1343,
2723,2,0,4,3,0,3,1,1,0.42,0.4242,0.94,0,
2724,1,0,3,19,0,2,1,2,0.34,0.3182,0.71,0.2836,
2725,3,1,7,15,1,3,0,1,0.92,0.8485,0.35,0.2985,
2726,4,0,12,1,0,3,1,1,0.26,0.303,0.75,0,
2727,3,1,9,19,0,4,1,1,0.68,0.6364,0.74,0.2537,
2728,1,1,3,21,0,6,0,1,0.3,0.2879,0.39,0.2239,
2729,4,0,11,10,0,2,1,1,0.42,0.4242,0.71,0.0896,
2730,1,1,2,23,1,1,0,1,0.3,0.3333,0.39,0,
2731,4,1,11,6,0,1,1,2,0.36,0.3333,0.66,0.2537,
2732,3,1,8,19,0,3,1,1,0.7,0.6515,0.61,0.1343,
2733,4,1,11,4,0,2,1,3,0.3,0.2879,0.81,0.194,
2734,4,0,11,19,0,3,1,1,0.4,0.4091,0.76,0.1343,
2735,1,1,1,18,0,3,1,1,0.24,0.2121,0.32,0.3582,
2736,1,1,3,15,0,5,1,3,0.46,0.4545,0.82,0.1045,
2737,2,0,4,19,0,6,0,1,0.56,0.5303,0.83,0.2836,
2738,1,1,3,20,0,2,1,1,0.6,0.6212,0.49,0.1642,
2739,2,1,4,3,0,3,1,1,0.44,0.4394,0.58,0.0896,
2740,2,1,4,5,0,5,1,2,0.34,0.3333,0.53,0.1642,
2741,3,1,6,10,0,2,1,1,0.62,0.6212,0.41,0.3582,
2742,4,1,12,20,0,1,1,2,0.46,0.4545,0.77,0,
2743,1,0,3,2,0,5,1,3,0.34,0.3485,1,0.1045,
2744,3,0,9,6,0,5,1,2,0.62,0.5152,1,0.1343,
2745,2,0,5,3,0,4,1,1,0.34,0.3182,0.66,0.2537,
2746,2,1,5,5,1,1,0,1,0.6,0.5758,0.78,0.1343,
2747,1,0,3,17,0,2,1,1,0.36,0.3485,0.27,0.2239,
2748,3,0,6,10,0,0,0,1,0.72,0.6667,0.48,0.1045,
2749,1,0,3,21,0,6,0,1,0.38,0.3939,0.62,0,
2750,3,0,8,0,0,3,1,1,0.6,0.5909,0.69,0,
2751,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0,
2752,2,1,3,20,0,3,1,1,0.56,0.5303,0.78,0.0896,
2753,3,1,7,15,0,5,1,2,0.7,0.6667,0.84,0.2985,
2754,1,1,1,20,0,0,0,1,0.3,0.2879,0.39,0.2239,
2755,4,0,11,13,0,2,1,3,0.54,0.5152,0.6,0.2239,
2756,3,1,9,19,0,2,1,2,0.6,0.5455,0.88,0.2985,
2757,1,0,2,7,0,1,1,2,0.36,0.3636,0.93,0.1045,
2758,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,
2759,4,1,12,7,0,0,0,2,0.34,0.3485,0.87,0.0896,
2760,2,0,6,10,0,6,0,1,0.72,0.6818,0.62,0.194,
2761,2,0,6,13,0,1,1,1,0.64,0.6061,0.65,0.1045,
2762,2,1,3,4,0,5,1,1,0.34,0.3485,0.53,0.0896,
2763,1,1,2,13,0,5,1,2,0.42,0.4242,0.71,0.1045,
2764,1,1,2,17,0,5,1,3,0.42,0.4242,0.94,0.1045,
2765,3,0,8,19,0,6,0,3,0.72,0.7121,0.84,0.2537,
2766,1,1,1,11,0,4,1,2,0.3,0.3182,0.87,0.1045,
2767,3,1,9,21,0,2,1,2,0.6,0.5455,0.88,0.194,
2768,3,1,8,23,0,6,0,3,0.66,0.6061,0.78,0.1642,
2769,1,1,2,2,0,2,1,1,0.3,0.3333,0.61,0,
2770,2,0,5,14,0,0,0,1,0.6,0.6212,0.49,0,
2771,4,1,10,20,0,6,0,1,0.48,0.4697,0.55,0.2537,
2772,4,0,11,12,0,0,0,1,0.54,0.5152,0.56,0.2836,
2773,1,0,2,2,0,6,0,1,0.22,0.197,0.6,0.3582,
2774,4,1,10,8,1,1,0,2,0.36,0.3485,0.71,0.2239,
2775,3,0,9,3,0,6,0,1,0.58,0.5455,1,0.1343,
2776,4,1,10,20,0,4,1,2,0.56,0.5303,0.68,0.2537,
2777,1,0,2,7,0,2,1,1,0.2,0.1818,0.32,0.3582,
2778,3,1,9,7,0,1,1,1,0.52,0.5,0.77,0,
2779,1,1,3,3,0,4,1,1,0.5,0.4848,0.63,0,
2780,3,0,9,18,0,3,1,3,0.64,0.5758,0.89,0,
2781,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,
2782,2,1,5,6,0,5,1,2,0.62,0.5606,0.88,0.1045,
2783,2,1,5,19,0,1,1,1,0.58,0.5455,0.56,0.3284,
2784,4,1,9,0,0,1,1,1,0.46,0.4545,0.63,0.194,
2785,4,0,12,18,0,3,1,3,0.4,0.4091,0.94,0.2985,
2786,4,1,12,7,0,3,1,1,0.26,0.2727,0.75,0.1343,
2787,4,0,10,7,0,0,0,1,0.24,0.2879,0.75,0,
2788,2,0,3,3,0,0,0,3,0.2,0.197,0.69,0.2239,
2789,3,0,8,7,0,1,1,1,0.72,0.6818,0.62,0.2985,
2790,2,0,4,4,0,5,1,1,0.46,0.4545,0.51,0.1343,
2791,3,0,8,18,0,3,1,1,0.74,0.6818,0.55,0.2985,
2792,2,0,6,21,0,3,1,1,0.64,0.6212,0.47,0.2239,
2793,1,0,2,19,0,5,1,1,0.3,0.2727,0.52,0.4478,
2794,3,1,7,6,0,1,1,1,0.66,0.6061,0.83,0.1642,
2795,2,0,4,3,0,4,1,2,0.46,0.4545,0.51,0.4627,
2796,1,1,1,17,0,3,1,3,0.34,0.3182,0.87,0.2239,
2797,3,1,8,13,0,0,0,3,0.64,0.5758,0.83,0.1343,
2798,3,1,8,6,0,6,0,1,0.6,0.5606,0.83,0.2239,
2799,3,0,8,14,0,5,1,1,0.8,0.697,0.29,0.194,
2800,4,0,12,3,0,4,1,1,0.26,0.2424,0.56,0.2537,
2801,4,0,10,23,0,2,1,2,0.56,0.5303,0.83,0.2836,
2802,3,1,9,4,0,6,0,2,0.6,0.5909,0.69,0.3582,
2803,3,1,7,11,0,3,1,1,0.76,0.6667,0.33,0,
2804,2,1,6,14,0,1,1,2,0.58,0.5455,0.68,0.194,
2805,1,0,2,21,0,1,1,1,0.32,0.3485,0.7,0,
2806,3,1,7,7,0,2,1,2,0.74,0.697,0.7,0,
2807,2,0,6,23,0,2,1,1,0.56,0.5303,0.68,0.2239,
2808,2,0,5,1,0,4,1,1,0.64,0.6061,0.73,0.1343,
2809,1,1,3,9,0,6,0,2,0.44,0.4394,0.88,0.0896,
2810,4,0,12,20,0,6,0,1,0.24,0.2273,0.35,0.2239,
2811,3,0,7,22,0,2,1,1,0.8,0.7273,0.46,0.1343,
2812,4,0,11,20,0,6,0,1,0.32,0.3485,0.66,0,
2813,3,1,9,20,0,2,1,2,0.6,0.5455,0.88,0.194,
2814,3,0,9,22,1,1,0,2,0.6,0.5455,0.88,0.5821,
2815,2,0,4,8,0,3,1,2,0.58,0.5455,0.88,0.3284,
2816,4,0,12,1,0,6,0,1,0.26,0.2576,0.65,0.194,
2817,4,0,11,10,1,4,0,1,0.36,0.3788,0.57,0,
2818,2,0,5,8,0,4,1,1,0.48,0.4697,0.82,0.194,
2819,3,0,6,0,0,0,0,1,0.64,0.6212,0.53,0,
2820,2,0,5,12,0,5,1,1,0.56,0.5303,0.49,0.3582,
2821,3,1,8,9,0,3,1,2,0.72,0.6818,0.62,0.194,
2822,3,0,9,16,0,2,1,3,0.54,0.5152,0.94,0.3881,
2823,1,0,2,0,0,5,1,2,0.2,0.2576,0.44,0,
2824,4,0,12,15,0,6,0,1,0.28,0.2576,0.45,0.2836,
2825,2,0,6,15,0,2,1,1,0.64,0.6212,0.47,0.1642,
2826,3,0,9,17,0,3,1,3,0.64,0.5758,0.89,0,
2827,4,1,9,4,0,2,1,1,0.42,0.4242,0.71,0.1343,
2828,2,0,5,9,0,5,1,1,0.54,0.5152,0.68,0.2239,
2829,4,0,9,20,0,3,1,3,0.6,0.5606,0.83,0.2985,
2830,1,0,2,10,0,1,1,2,0.52,0.5,0.72,0.4925,
2831,2,0,5,4,0,3,1,1,0.54,0.5152,1,0.1045,
2832,3,0,8,5,0,4,1,1,0.64,0.6212,0.61,0.194,
2833,1,1,12,2,0,0,0,2,0.26,0.2424,0.56,0.2836,
2834,3,1,8,15,0,4,1,1,0.78,0.697,0.46,0.1343,
2835,1,0,2,19,0,3,1,3,0.14,0.1212,0.86,0.2537,
2836,3,0,9,3,0,1,1,2,0.5,0.4848,0.77,0.1343,
2837,1,0,2,3,0,4,1,1,0.2,0.2121,0.64,0.1343,
2838,2,0,4,6,0,1,1,2,0.46,0.4545,1,0.2239,
2839,3,1,9,17,0,1,1,2,0.64,0.6061,0.65,0.2239,
2840,1,1,2,4,0,4,1,2,0.22,0.197,0.75,0.4478,
2841,3,1,7,10,0,2,1,1,0.76,0.7121,0.62,0.194,
2842,2,1,4,6,0,6,0,1,0.34,0.3333,0.76,0.1642,
2843,3,0,8,18,0,5,1,2,0.74,0.7121,0.74,0.1343,
2844,3,0,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,
2845,3,0,8,10,0,5,1,1,0.74,0.6515,0.33,0.1045,
2846,1,1,1,22,0,5,1,1,0.36,0.3485,0.5,0.194,
2847,1,1,2,5,0,6,0,2,0.3,0.2727,0.42,0.2985,
2848,1,1,1,10,0,6,0,1,0.16,0.2273,0.47,0,
2849,1,0,2,7,0,5,1,1,0.14,0.2121,0.59,0,
2850,2,0,6,20,0,5,1,1,0.64,0.5909,0.78,0.1045,
2851,4,1,12,10,0,3,1,1,0.32,0.3333,0.7,0.1045,
2852,3,0,9,13,0,2,1,3,0.54,0.5152,0.88,0.2985,
2853,1,1,3,14,0,4,1,1,0.58,0.5455,0.35,0.2239,
2854,3,1,7,11,0,3,1,2,0.76,0.7121,0.58,0.1343,
2855,2,1,4,15,0,2,1,1,0.66,0.6212,0.24,0.3284,
2856,4,1,11,13,1,1,0,1,0.6,0.6061,0.6,0.2239,
2857,3,0,8,5,0,2,1,1,0.66,0.6212,0.74,0.1343,
2858,4,1,12,23,0,3,1,1,0.32,0.3333,0.66,0.1343,
2859,1,0,2,0,0,6,0,1,0.16,0.197,0.69,0.0896,
2860,4,1,10,4,0,1,1,2,0.56,0.5303,0.68,0.2239,
2861,1,0,12,11,1,1,0,1,0.34,0.2879,0.46,0.5821,
2862,3,0,9,18,0,2,1,2,0.54,0.5152,0.88,0.3881,
2863,3,0,6,12,0,3,1,2,0.8,0.7727,0.59,0.2239,
2864,3,1,8,3,0,3,1,1,0.64,0.5758,0.83,0.1045,
2865,3,0,6,18,0,0,0,2,0.72,0.6515,0.45,0.2537,
2866,4,0,10,22,0,6,0,1,0.5,0.4848,0.77,0,
2867,4,0,11,18,0,1,1,1,0.56,0.5303,0.56,0.2836,
2868,1,1,1,4,0,0,0,3,0.16,0.1364,0.8,0.2836,
2869,4,1,12,12,0,2,1,2,0.36,0.3182,0.53,0.4478,
2870,2,1,3,3,0,3,1,2,0.5,0.4848,0.88,0.194,
2871,3,0,7,12,0,2,1,1,0.84,0.7273,0.28,0,
2872,3,1,7,19,0,2,1,3,0.74,0.6818,0.62,0.3582,
2873,3,1,8,6,0,5,1,1,0.62,0.2424,0.78,0.1343,
2874,2,0,5,2,0,0,0,1,0.42,0.4242,0.77,0.1045,
2875,3,1,7,16,0,4,1,1,0.84,0.7727,0.47,0.0896,
2876,2,0,5,19,0,0,0,1,0.56,0.5303,0.64,0,
2877,1,1,2,22,0,3,1,2,0.24,0.2424,0.87,0.1343,
2878,2,0,5,20,0,0,0,1,0.64,0.6061,0.65,0.1642,
2879,4,1,11,21,0,0,0,1,0.3,0.2727,0.52,0.2985,
2880,2,0,5,17,0,3,1,1,0.74,0.6667,0.51,0.2239,
2881,4,1,10,21,0,0,0,1,0.56,0.5303,0.73,0.4478,
2882,2,1,5,4,0,3,1,3,0.56,0.5303,0.88,0.2239,
2883,2,0,4,4,0,0,0,1,0.28,0.303,0.7,0.0896,
2884,1,0,2,13,0,1,1,3,0.46,0.4545,0.94,0.2239,
2885,3,1,9,1,0,0,0,1,0.54,0.5152,0.64,0,
2886,4,1,10,21,0,3,1,2,0.4,0.4091,0.5,0.194,
2887,1,0,3,2,0,0,0,2,0.4,0.4091,0.82,0.2836,
2888,2,0,5,20,0,1,1,1,0.64,0.5758,0.83,0.2239,
2889,3,0,8,18,0,1,1,1,0.78,0.697,0.43,0.194,
2890,3,0,7,5,0,0,0,1,0.64,0.6061,0.69,0.2239,
2891,3,0,8,13,0,3,1,1,0.74,0.6515,0.37,0.1045,
2892,1,1,1,19,0,5,1,1,0.26,0.2424,0.38,0.2836,
2893,2,1,5,13,0,6,0,1,0.74,0.6818,0.55,0.1343,
2894,4,0,10,0,0,5,1,1,0.34,0.3182,0.66,0.2537,
2895,1,0,12,20,0,3,1,2,0.5,0.4848,0.94,0.3582,
2896,3,1,8,12,0,3,1,1,0.8,0.7424,0.49,0.1045,
2897,1,1,1,10,0,4,1,2,0.3,0.303,0.81,0.1343,
2898,1,0,3,14,0,5,1,2,0.36,0.3333,0.5,0.3582,
2899,4,1,12,6,0,0,0,2,0.34,0.3636,0.87,0,
2900,4,0,12,3,0,6,0,1,0.26,0.2576,0.6,0.194,
2901,4,1,10,21,1,1,0,2,0.4,0.4091,0.76,0.2239,
2902,4,1,11,17,0,3,1,1,0.34,0.3333,0.31,0.1343,
2903,3,1,7,13,0,6,0,1,0.86,0.7879,0.41,0.2836,
2904,1,1,3,14,0,2,1,1,0.64,0.6212,0.53,0.3284,
2905,2,1,5,10,0,0,0,1,0.66,0.6212,0.34,0.2985,
2906,4,0,12,14,0,4,1,1,0.4,0.4091,0.4,0.2239,
2907,3,0,9,17,0,5,1,1,0.7,0.6667,0.79,0.2537,
2908,1,1,12,20,0,1,1,2,0.26,0.2576,0.6,0.1642,
2909,3,1,9,6,0,6,0,1,0.68,0.6364,0.79,0,
2910,4,1,11,0,0,4,1,2,0.26,0.303,0.65,0,
2911,2,1,4,11,0,2,1,1,0.5,0.4848,0.36,0,
2912,3,0,8,4,0,1,1,1,0.68,0.6364,0.65,0.194,
2913,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,
2914,3,1,7,4,0,3,1,1,0.72,0.6818,0.7,0.1343,
2915,3,0,9,22,0,3,1,2,0.62,0.5455,0.94,0,
2916,2,1,4,22,0,1,1,2,0.52,0.5,0.55,0.1642,
2917,2,0,6,11,0,1,1,2,0.6,0.5758,0.78,0.1045,
2918,2,1,4,0,0,5,1,1,0.54,0.5152,0.68,0.5522,
2919,4,0,11,6,0,5,1,1,0.22,0.2576,0.44,0.0896,
2920,3,0,9,17,0,0,0,1,0.76,0.7273,0.66,0.2239,
2921,4,0,12,14,0,0,0,1,0.3,0.3333,0.28,0,
2922,4,1,10,12,0,0,0,1,0.62,0.6212,0.46,0.3284,
2923,2,1,4,20,0,4,1,1,0.44,0.4394,0.41,0.194,
2924,3,1,8,14,0,2,1,1,0.82,0.7424,0.41,0.2239,
2925,2,0,4,19,0,5,1,1,0.34,0.303,0.49,0.3284,
2926,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,
2927,2,0,4,19,0,2,1,1,0.36,0.3333,0.43,0.2985,
2928,1,1,2,18,0,6,0,1,0.3,0.2576,0.28,0.5821,
2929,4,1,11,0,0,0,0,1,0.3,0.3182,0.61,0.1045,
2930,4,1,12,14,0,4,1,2,0.36,0.3485,0.53,0.194,
2931,2,1,3,13,0,1,1,1,0.48,0.4697,0.29,0.6866,
2932,2,1,4,9,0,4,1,3,0.46,0.4545,0.88,0.1642,
2933,3,1,8,19,0,3,1,1,0.74,0.697,0.66,0.2537,
2934,4,0,11,4,0,4,1,2,0.4,0.4091,0.62,0.4179,
2935,4,1,10,1,0,1,1,1,0.44,0.4394,0.77,0.0896,
2936,2,0,5,17,0,6,0,2,0.56,0.5303,0.88,0.194,
2937,1,1,3,11,0,3,1,2,0.62,0.6212,0.41,0.1642,
2938,1,1,3,19,0,4,1,1,0.48,0.4697,0.41,0.3284,
2939,4,1,12,11,0,3,1,1,0.4,0.4091,0.54,0.2239,
2940,4,0,10,13,0,2,1,2,0.6,0.5909,0.73,0.194,
2941,3,1,7,23,0,3,1,1,0.68,0.6364,0.57,0.2985,
2942,2,1,6,13,0,0,0,1,0.64,0.6212,0.53,0.1642,
2943,4,1,12,17,0,6,0,2,0.34,0.3485,0.76,0.1045,
2944,4,0,10,7,0,4,1,1,0.42,0.4242,0.77,0.4478,
2945,4,1,10,16,0,0,0,1,0.64,0.6212,0.41,0.2985,
2946,3,1,9,16,0,0,0,1,0.74,0.697,0.7,0,
2947,2,1,5,13,0,2,1,3,0.64,0.6061,0.65,0.2537,
2948,2,1,6,7,0,5,1,2,0.64,0.5758,0.89,0.194,
2949,1,1,1,10,0,5,1,3,0.48,0.4697,1,0.1642,
2950,3,0,8,9,0,6,0,2,0.7,0.6667,0.84,0.4179,
2951,2,1,5,1,0,2,1,2,0.52,0.5,0.59,0.2239,
2952,1,1,2,22,0,6,0,1,0.4,0.4091,0.4,0.4478,
2953,1,1,1,20,0,5,1,1,0.24,0.2424,0.41,0.1642,
2954,3,1,6,18,0,1,1,1,0.76,0.6667,0.27,0.4478,
2955,2,1,3,21,0,6,0,2,0.4,0.4091,0.71,0.3284,
2956,2,1,6,17,0,0,0,1,0.7,0.6364,0.34,0.2537,
2957,4,0,12,1,0,5,1,1,0.24,0.2879,0.65,0,
2958,3,1,6,4,0,5,1,1,0.7,0.6515,0.65,0.1642,
2959,1,0,3,10,0,1,1,1,0.24,0.2121,0.6,0.2985,
2960,1,1,12,21,0,0,0,1,0.24,0.2879,0.7,0,
2961,4,1,11,12,0,1,1,1,0.36,0.3333,0.43,0.3284,
2962,3,1,9,15,0,2,1,1,0.7,0.6364,0.28,0.1045,
2963,3,1,7,21,0,1,1,1,0.76,0.7121,0.62,0.194,
2964,4,0,11,13,0,0,0,1,0.54,0.5152,0.6,0.194,
2965,4,0,11,15,0,4,1,1,0.52,0.5,0.52,0.1642,
2966,1,1,1,1,0,0,0,1,0.3,0.2727,0.28,0.3582,
2967,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,
2968,1,0,1,3,0,0,0,2,0.46,0.4545,0.94,0.194,
2969,2,0,5,9,0,6,0,2,0.52,0.5,0.94,0.0896,
2970,3,0,8,3,0,5,1,1,0.6,0.5455,0.88,0.1045,
2971,3,1,8,13,0,5,1,1,0.88,0.7576,0.27,0.3284,
2972,3,1,8,0,0,5,1,1,0.7,0.6515,0.65,0.0896,
2973,1,0,2,0,0,0,0,1,0.26,0.2576,0.7,0.194,
2974,1,1,12,19,0,5,1,1,0.28,0.2576,0.45,0.2985,
2975,3,1,9,8,1,1,0,2,0.7,0.6667,0.84,0.1045,
2976,1,1,2,17,0,1,1,1,0.4,0.4091,0.43,0.2537,
2977,3,1,8,15,0,6,0,1,0.76,0.6667,0.37,0.2239,
2978,1,1,2,6,0,4,1,3,0.36,0.3788,0.9,0,
2979,2,0,5,2,0,6,0,1,0.52,0.5,0.72,0.1045,
2980,1,0,2,10,0,0,0,2,0.26,0.2576,0.41,0.194,
2981,4,0,10,12,0,5,1,1,0.5,0.4848,0.45,0.2985,
2982,2,0,4,23,0,4,1,1,0.54,0.5152,0.39,0.0896,
2983,4,1,10,3,0,6,0,1,0.42,0.4242,0.77,0.1343,
2984,1,1,1,17,0,5,1,1,0.46,0.4545,0.36,0.2239,
2985,4,0,11,10,0,3,1,3,0.46,0.4545,0.94,0,
2986,1,1,2,16,0,5,1,1,0.42,0.4242,0.32,0.2985,
2987,1,0,12,18,0,4,1,2,0.44,0.4394,0.62,0.0896,
2988,4,1,12,11,0,6,0,2,0.32,0.3333,0.76,0.1045,
2989,2,1,6,0,0,2,1,2,0.6,0.5758,0.78,0.1642,
2990,2,1,4,11,0,6,0,2,0.38,0.3939,0.4,0.1045,
2991,1,0,2,8,0,3,1,1,0.14,0.1515,0.54,0.1642,
2992,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,
2993,1,1,2,11,0,6,0,1,0.3,0.3333,0.7,0,
2994,4,1,10,16,0,6,0,2,0.56,0.5303,0.64,0.2836,
2995,3,0,6,7,0,5,1,2,0.66,0.6061,0.83,0.2239,
2996,1,0,12,17,0,4,1,2,0.44,0.4394,0.67,0.1642,
2997,3,0,8,6,0,2,1,1,0.54,0.5152,0.6,0.194,
2998,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,
2999,3,1,8,20,0,3,1,1,0.74,0.697,0.66,0.194,
3000,1,0,2,2,0,5,1,1,0.1,0.1364,0.54,0.0896,
3001,1,1,1,13,1,1,0,2,0.24,0.197,0.41,0.4179,
3002,3,1,7,3,0,4,1,1,0.72,0.6818,0.7,0.1045,
3003,4,1,11,6,0,1,1,2,0.3,0.2879,0.49,0.2836,
3004,1,1,1,1,0,2,1,2,0.32,0.303,0.93,0.2537,
3005,2,0,4,21,0,5,1,1,0.32,0.3333,0.53,0.1343,
3006,1,0,3,13,0,4,1,1,0.22,0.2576,0.25,0.0896,
3007,2,1,5,6,0,4,1,2,0.6,0.5455,0.88,0.1642,
3008,2,1,6,14,0,2,1,3,0.64,0.5758,0.89,0.2537,
3009,2,0,3,12,0,1,1,2,0.26,0.2727,0.25,0,
3010,4,1,11,21,0,5,1,1,0.46,0.4545,0.47,0.2537,
3011,4,0,10,6,0,5,1,3,0.56,0.5303,0.88,0.194,
3012,4,1,11,23,0,3,1,1,0.24,0.2424,0.7,0.1343,
3013,4,0,11,7,0,1,1,2,0.28,0.3182,0.93,0,
3014,2,1,5,0,1,1,0,1,0.62,0.5758,0.83,0.2239,
3015,3,0,8,7,0,3,1,1,0.7,0.6515,0.58,0.0896,
3016,3,0,9,7,0,4,1,1,0.6,0.5758,0.78,0,
3017,2,0,6,18,0,2,1,1,0.62,0.6212,0.51,0.3284,
3018,2,0,5,12,0,0,0,2,0.48,0.4697,0.77,0.1045,
3019,4,1,11,2,0,1,1,2,0.36,0.3333,0.66,0.2537,
3020,4,1,11,6,0,3,1,2,0.26,0.2576,0.65,0.2239,
3021,2,0,6,12,0,4,1,1,0.72,0.6667,0.54,0.3881,
3022,4,0,10,0,0,6,0,1,0.5,0.4848,0.63,0.3881,
3023,1,1,1,22,0,2,1,1,0.44,0.4394,0.35,0.2985,
